z,a,V
21.0724,0.6514,908.6371
10.4248,0.5203,177.6275
13.7630,0.6337,377.1198
15.0998,0.4971,356.0522
18.1572,0.6491,672.2389
20.2554,0.4990,643.1402
10.7386,0.6362,230.4943
14.2538,0.5102,325.6826
15.1272,0.6284,451.7686
18.1496,0.5029,520.4438
19.7505,0.6442,789.4086
10.6854,0.5105,183.1324
13.8470,0.6481,390.3964
15.3813,0.5114,380.1133
17.5685,0.6148,596.1076
20.4316,0.4940,647.7988
10.8384,0.6342,234.0554
13.8018,0.5213,311.9584
15.3353,0.6431,475.1763
17.4841,0.4973,477.6187
20.2586,0.6347,818.3368
10.2410,0.4961,163.4434
14.0069,0.6245,384.9042
15.7063,0.5123,397.0289
18.2705,0.6301,660.7475
20.6755,0.4994,670.7285
10.1364,0.6204,200.3003
13.9063,0.5342,324.5946
15.7904,0.6310,494.3073
17.4843,0.5163,495.8074
20.4682,0.6396,841.8201
9.9881,0.5252,164.5915
14.3554,0.6456,417.9976
15.4197,0.5091,380.2494
17.7339,0.6245,616.9964
20.7603,0.5242,709.7275
10.5320,0.6438,224.3670
14.0700,0.4911,305.4158
14.4264,0.6210,406.0263
17.4956,0.5146,494.9077
19.8773,0.6322,784.7401
10.1419,0.4917,158.8916
13.6982,0.6398,377.1688
14.3285,0.4990,321.8381
17.6415,0.6265,612.5726
19.7278,0.5032,615.2210
10.0420,0.6139,194.5089
14.0234,0.5068,313.1037
15.8831,0.6231,493.8505
17.2702,0.5135,481.1425
20.2606,0.6377,822.3848
10.6776,0.5096,182.5080
13.8952,0.6368,386.2836
15.7781,0.5067,396.3274
17.7787,0.6329,628.4985
19.9366,0.5008,625.3612
9.9528,0.6533,203.3222
14.3924,0.5222,339.8197
15.0712,0.6500,463.8466
18.3366,0.5128,541.6720
20.0871,0.6243,791.3583
10.0248,0.5019,158.4595
14.0289,0.6340,391.9705
15.5650,0.5098,388.0145
18.2167,0.6388,666.0040
20.1437,0.4992,636.3305
10.7040,0.6384,229.7942
13.7753,0.5011,298.7032
15.6656,0.6321,487.3783
17.5898,0.5197,505.1558
20.2646,0.6402,825.8873
9.3206,0.5052,137.8877
14.0327,0.6144,380.0780
15.1153,0.5030,361.0110
18.0062,0.6276,639.2114
20.7978,0.5030,683.5607
10.2730,0.6404,212.3463
13.8128,0.5173,310.0867
15.8084,0.6096,478.5586
17.1685,0.5272,488.1532
20.1060,0.6429,816.5309
10.5940,0.4896,172.6292
13.6824,0.6403,376.5860
15.5608,0.5190,394.8235
17.4444,0.6474,618.8950
20.2330,0.5100,655.9519
9.9186,0.6373,196.9543
13.6939,0.5174,304.7951
15.0619,0.6690,476.8219
18.0630,0.5047,517.2750
19.6616,0.6414,778.9913
10.2450,0.4839,159.5662
13.4275,0.6450,365.3752
15.1241,0.5132,368.8182
17.7450,0.6323,625.4676
20.7815,0.5195,704.8154
9.7382,0.6334,188.6941
13.8707,0.5320,321.5409
15.6628,0.6344,488.9115
17.3255,0.5086,479.5896
19.6291,0.6198,750.2397
10.3667,0.5025,169.6360
13.7940,0.6417,383.6194
15.8771,0.4928,390.2630
17.3914,0.6314,599.9519
20.3320,0.5160,670.1578
10.2999,0.6344,211.4520
13.9691,0.4910,300.9973
15.1799,0.6392,462.7513
17.3658,0.4970,470.8667
20.1095,0.6268,796.3123
10.4264,0.4984,170.2214
14.3863,0.6363,413.7166
15.2955,0.5113,375.7768
17.9183,0.6160,621.3597
20.5319,0.4924,652.0541
10.9252,0.6313,236.7186
13.7489,0.4925,292.4694
15.2066,0.6560,476.5409
17.3174,0.5187,488.6643
19.9747,0.6332,793.6612
10.2129,0.4976,163.0463
14.1552,0.6352,399.8414
15.4471,0.5199,389.6957
17.9489,0.6378,645.4809
19.9555,0.5144,643.6074
10.3924,0.6342,215.1776
13.7822,0.5132,306.2441
15.1217,0.6293,452.0728
16.9128,0.4794,430.7892
19.9183,0.6349,791.3779
9.4574,0.4897,137.5839
13.8365,0.6671,401.2500
14.8855,0.5172,360.0051
17.6078,0.6391,622.4767
20.4204,0.5037,659.8149
9.6317,0.6498,189.3859
14.2533,0.5091,324.9490
15.5886,0.6523,497.9954
17.7125,0.5054,498.1328
20.2450,0.6310,812.5455
10.0948,0.5152,164.9435
14.1983,0.6456,408.8535
15.2726,0.5044,369.5747
17.4939,0.6478,622.7954
20.0172,0.5083,639.8133
9.9741,0.6324,197.6377
13.7421,0.5033,298.6024
15.0721,0.6446,460.0497
17.8363,0.5207,520.4369
20.0890,0.6469,820.1910
10.4869,0.5076,175.3622
13.8559,0.6322,381.3328
15.3838,0.5201,386.6721
17.6232,0.6309,615.5831
20.5756,0.5002,665.2219
9.6729,0.6241,183.4230
13.3877,0.5213,293.5184
14.9607,0.6484,455.9216
18.6330,0.5079,553.9739
20.9555,0.6318,871.6061
10.4340,0.5146,175.9922
13.8986,0.6284,381.3742
15.0602,0.5039,359.0703
17.6851,0.6336,622.5341
20.4141,0.5030,658.5913
10.7301,0.6272,226.8799
14.2217,0.5230,332.2946
15.7850,0.6523,510.5728
17.3366,0.4843,457.3173
19.4796,0.6394,762.2116
10.0240,0.5041,159.1442
13.4968,0.6167,352.9337
15.3319,0.5055,373.3386
17.2594,0.6236,583.6056
20.4857,0.5086,670.6175
9.9716,0.6368,198.9132
14.0891,0.5134,320.1742
15.1769,0.6556,474.4499
18.3081,0.4946,520.8333
19.9006,0.6383,794.1077
10.0366,0.5322,168.4188
13.4174,0.6558,370.9043
14.6164,0.5057,339.4241
18.2796,0.6253,656.4324
20.1919,0.5261,673.8519
10.1873,0.6345,206.8768
13.7278,0.5051,299.0487
15.3565,0.6323,468.4234
17.7070,0.5003,492.8003
20.3753,0.6351,828.3650
9.8095,0.4947,149.5657
13.8411,0.6230,374.9772
15.8078,0.5003,392.7197
18.0651,0.6435,659.7931
20.3942,0.5033,657.6707
9.8309,0.6350,192.7982
14.0606,0.5143,319.3845
14.4321,0.6189,405.0082
18.1550,0.5035,521.3574
20.2133,0.6411,822.9458
10.1749,0.5152,167.5602
14.7794,0.6232,427.6601
15.4577,0.5078,381.1689
18.2126,0.6398,666.7079
20.6922,0.5271,709.0043
10.0272,0.6414,202.6120
13.9476,0.5158,315.2216
15.2570,0.6373,466.0575
17.6408,0.4789,468.2420
20.2320,0.6266,805.8277
9.4480,0.5347,149.9571
13.9928,0.6334,389.5856
15.1820,0.5253,380.4053
17.1662,0.6552,606.5790
20.1031,0.5156,654.6065
9.6515,0.6442,188.5215
14.0372,0.5337,330.4034
14.8400,0.6406,443.1999
17.9375,0.5139,519.4291
20.2603,0.6308,813.4195
10.3495,0.5033,169.3733
14.2469,0.6253,398.7598
14.8209,0.5049,348.4383
17.7161,0.6536,644.4286
19.6743,0.5007,608.9351
9.8264,0.6498,197.0964
13.9742,0.4987,305.9671
15.0201,0.6262,443.8236
18.1044,0.5076,522.6435
19.8545,0.6505,805.5985
9.9065,0.4953,152.6983
14.5530,0.6080,404.5420
15.5349,0.5027,381.1578
17.0545,0.6329,578.3307
20.2918,0.4937,638.6676
10.1970,0.6294,205.5905
13.5219,0.5001,287.2948
15.9674,0.6437,515.5829
17.5175,0.5107,492.3742
20.6128,0.6475,864.3465
10.5485,0.4983,174.1889
14.1692,0.6355,400.8703
15.3084,0.4931,363.0356
17.9953,0.6317,642.7084
19.9342,0.5070,632.9598
9.7712,0.6287,188.5786
13.8479,0.5167,311.2647
14.3706,0.6437,417.6562
17.6290,0.5124,500.2640
21.2461,0.6437,912.7777
10.2908,0.5131,170.7217
14.0784,0.6360,396.0188
15.1622,0.5149,371.9168
17.7404,0.6378,630.5526
20.0449,0.5221,659.0754
10.6824,0.6473,232.0296
13.8308,0.5016,301.4187
15.3608,0.6264,464.3697
17.4377,0.5053,482.6754
19.9837,0.6299,790.3127
9.9288,0.4953,153.4194
13.7186,0.6235,368.6427
14.6729,0.5294,358.0185
17.7568,0.6497,643.5355
19.7654,0.5138,630.5465
10.1911,0.6234,203.3929
14.1584,0.5113,322.0004
15.5050,0.6242,471.4364
18.1225,0.5072,523.3083
20.9850,0.6490,897.8679
9.8417,0.4970,151.2350
13.6485,0.6396,374.2746
15.6772,0.5149,397.5955
18.3209,0.6376,672.3031
20.1506,0.4957,632.3286
9.9018,0.6378,196.4301
13.7761,0.5146,306.8347
14.6872,0.6438,436.2839
17.8756,0.4997,501.6466
20.5696,0.6283,835.2058
11.0402,0.5040,192.9684
13.8310,0.6507,391.0951
15.1784,0.5054,365.8224
17.9209,0.6570,662.8595
20.4274,0.5183,679.4880
11.0211,0.6294,240.1807
14.0988,0.5017,313.2786
16.0092,0.6425,517.3522
18.1143,0.5248,541.0330
20.8829,0.6184,847.2138
9.7860,0.5174,155.6650
14.5547,0.6210,413.3151
14.9039,0.5088,355.0497
18.2838,0.6435,675.8337
19.8764,0.4984,618.5894
11.2041,0.6095,240.3600
14.2361,0.5173,329.3275
15.3308,0.6126,452.3244
17.7173,0.5167,509.5599
20.3456,0.6273,815.8178
10.2106,0.5063,165.8313
14.0185,0.6257,386.2561
15.3672,0.5198,385.6287
17.3768,0.6189,587.1044
20.1619,0.5070,647.4899
10.3330,0.6652,223.1366
13.9883,0.5027,309.0393
15.0905,0.6306,451.1204
18.0491,0.5251,537.3858
20.6642,0.6535,876.5896
10.0344,0.4945,156.4099
13.5924,0.6360,369.1487
15.6440,0.5139,395.0982
17.6828,0.6309,619.7564
20.0923,0.5018,636.4302
10.8295,0.6172,227.4121
14.3802,0.5119,332.5142
14.8950,0.6475,451.2750
18.4401,0.5120,547.0122
19.6810,0.6387,777.1945
10.3834,0.5305,179.6820
14.3692,0.6290,408.0246
15.1469,0.4960,357.5071
17.1676,0.6347,587.6963
20.0750,0.4922,623.1790
9.9485,0.6293,195.6777
14.2157,0.5256,333.6914
15.2238,0.6267,456.2888
17.7873,0.4833,480.4307
20.6862,0.6225,836.8685
9.9134,0.4925,152.0473
13.6605,0.6381,374.0801
15.1335,0.5078,365.3670
17.2708,0.6348,594.8631
19.8716,0.5150,638.8328
10.0695,0.6510,207.3795
13.6789,0.4987,293.1602
14.9135,0.6465,451.7385
17.6336,0.5139,502.0170
20.8060,0.6284,854.5635
10.6343,0.5158,183.2306
14.0606,0.6523,405.1266
15.3217,0.5283,389.6230
17.4900,0.6239,599.5475
19.9306,0.4927,614.9076
9.9038,0.6295,193.9842
14.3934,0.5011,326.1415
15.6017,0.6268,479.3525
18.1007,0.4986,513.2591
20.1774,0.6290,804.5466
10.5363,0.5302,184.9065
13.9857,0.6393,392.8454
14.8157,0.4971,342.7959
18.1882,0.6469,672.3260
20.0615,0.5166,653.2182
9.9342,0.6413,198.8064
13.7452,0.5091,302.1694
15.6820,0.6301,486.8373
17.3124,0.5025,473.1548
20.4365,0.6248,819.7837
10.2265,0.4993,164.0503
14.2312,0.6107,388.5727
15.4663,0.5152,387.1232
18.1662,0.6266,649.6986
20.7209,0.5098,687.5763
10.0144,0.6274,197.6742
14.3812,0.5090,330.6976
15.2812,0.6432,471.8255
18.2471,0.5117,535.1936
20.8351,0.6330,863.2250
10.5051,0.4878,169.1089
13.8407,0.6335,381.2532
15.3364,0.5104,377.1128
17.8054,0.6262,623.6790
20.4019,0.4942,646.1977
9.9147,0.6362,196.4796
13.9999,0.5288,325.6423
15.2350,0.6293,458.8192
18.2918,0.5318,559.0490
20.4042,0.6396,836.5545
9.5000,0.5055,143.3078
13.6291,0.6320,368.8322
15.3385,0.5041,372.5736
17.3342,0.6361,600.4769
20.1964,0.4929,631.5656
10.5811,0.6257,220.0453
14.2032,0.4939,313.0140
15.0920,0.6335,453.3225
18.0619,0.5072,519.8354
20.0943,0.6398,811.5632
9.8048,0.5049,152.4809
14.2410,0.6312,402.1543
15.6181,0.4867,372.9355
17.0566,0.6499,594.0063
20.6009,0.4854,647.2225
9.5735,0.6589,189.7021
14.1151,0.5007,313.4239
15.8696,0.6225,492.4801
17.8660,0.5142,515.6031
20.6468,0.6495,869.7950
9.9319,0.5188,160.7440
13.6101,0.6401,372.5212
14.6445,0.5075,341.9028
18.1160,0.6267,646.1505
20.1432,0.5070,646.2476
10.5232,0.6346,220.7814
14.0082,0.5087,313.5777
14.8058,0.6444,443.7690
18.1010,0.5014,516.1169
20.4949,0.6471,853.9291
10.1899,0.5096,166.2473
13.6493,0.6201,362.9576
14.7345,0.5150,351.2315
18.1657,0.6454,669.0859
20.6140,0.4925,657.4312
10.9726,0.6331,239.4629
14.3882,0.5176,336.6370
15.1851,0.6271,454.2693
17.1824,0.5078,470.9923
20.1550,0.6279,801.3640
10.9179,0.4950,185.3735
14.1363,0.6335,397.7253
15.4066,0.4893,364.8750
18.4181,0.6304,671.7764
19.9889,0.5078,637.3778
9.9774,0.6334,198.1057
13.5303,0.5117,294.2803
15.6979,0.6265,484.9816
18.4681,0.5227,560.0975
20.7442,0.6373,861.6131
9.6497,0.5256,153.7743
14.2541,0.6114,390.2902
15.0630,0.4976,354.6614
17.8571,0.6374,638.5316
20.1033,0.4959,629.6765
10.4862,0.6443,222.5869
13.5976,0.4805,279.1161
15.3894,0.6257,465.5835
18.4077,0.5200,553.5196
19.9286,0.6222,776.3526
10.6779,0.5119,183.3505
13.4692,0.6463,368.3379
14.7497,0.5258,359.3550
18.0905,0.6310,648.7528
20.1663,0.5329,680.8756
10.8076,0.6297,231.0806
14.1823,0.5257,332.1698
15.6092,0.6159,471.4728
17.4229,0.4947,471.8099
20.0689,0.6180,781.9226
10.9556,0.4828,182.0478
14.2042,0.6408,406.1704
14.6689,0.5128,346.6284
17.2082,0.6383,593.7919
19.6734,0.5104,620.6311
10.0631,0.6135,195.1765
14.9775,0.5213,367.3466
14.5424,0.6251,415.3381
17.8332,0.5125,512.0516
21.0486,0.6410,892.2123
10.5306,0.5102,177.7644
14.8017,0.6430,442.5787
14.5758,0.5094,339.9849
17.7509,0.6403,633.8183
20.0646,0.4992,631.3514
9.9587,0.6216,193.6656
14.4604,0.5029,330.3652
15.0151,0.6242,442.1244
17.8884,0.5128,515.5289
20.7772,0.6312,856.0827
10.3601,0.5102,172.0420
14.5070,0.6398,423.0455
15.0032,0.5145,363.8336
18.1284,0.6363,656.9265
19.7456,0.5061,619.9012
10.3559,0.6292,211.9795
14.1282,0.4899,307.1995
15.0879,0.6342,453.5946
18.0116,0.5026,512.2885
19.4197,0.6396,757.7738
10.8561,0.5148,190.6019
13.6137,0.6292,366.3745
15.4033,0.4956,369.3643
18.0127,0.6401,652.4862
19.7004,0.5055,616.2867
9.9801,0.6501,203.3938
13.3439,0.5183,289.9310
15.5357,0.6339,480.6328
17.8098,0.4894,487.6553
20.7812,0.6377,865.1953
9.7834,0.5005,150.5030
14.3099,0.6302,405.4066
15.3352,0.5017,370.6539
17.7215,0.6250,616.5886
20.7448,0.4936,667.3935
9.5813,0.6347,183.0448
13.7589,0.5054,300.6053
15.0858,0.6518,465.9873
17.4413,0.5012,479.0171
20.1311,0.6264,797.5681
11.0242,0.5100,194.7323
14.1840,0.6444,407.2803
15.3415,0.5223,386.1921
17.8536,0.6294,630.2296
20.2202,0.5045,648.0362
10.2011,0.6383,208.6802
14.2312,0.5077,323.0699
15.1900,0.6288,455.7784
17.2171,0.5153,479.8831
20.5592,0.6364,845.0085
9.6061,0.5169,149.8522
14.0687,0.6327,393.4168
15.5155,0.5162,390.4183
17.5993,0.6429,625.6186
20.4989,0.5052,666.9937
10.8201,0.6206,228.2556
14.0126,0.5129,316.4169
15.1922,0.6342,459.8606
18.2515,0.5211,545.3380
20.0909,0.6322,801.6959
10.7914,0.5123,187.4306
14.6916,0.6343,430.1268
15.3248,0.5016,370.0946
18.0113,0.6347,646.8986
19.9392,0.5131,640.8043
10.1286,0.6320,203.6773
14.6312,0.5022,337.7756
15.3544,0.6422,475.6077
17.7243,0.4980,491.5368
21.0284,0.6198,861.0543
9.9969,0.5092,159.8793
13.9466,0.6222,380.2062
15.2318,0.4912,358.0124
18.3616,0.6361,673.7917
20.5902,0.5141,684.7302
9.9960,0.6285,197.2953
14.2544,0.5128,327.3205
15.0500,0.6201,441.2424
18.4906,0.5080,545.6681
19.4668,0.6222,740.7974
10.3196,0.4976,166.4741
14.3923,0.6249,406.6309
15.2530,0.4827,352.8145
17.3289,0.6430,606.5802
20.6754,0.4888,656.4632
9.9628,0.6347,197.9197
14.2524,0.5116,326.4482
15.1419,0.6249,450.1042
18.0069,0.5076,517.0955
20.2492,0.6588,848.6472
10.5009,0.5192,179.8495
13.7401,0.6302,373.8081
16.1471,0.5000,409.5925
18.2665,0.6319,662.4031
20.6135,0.4975,664.0569
9.9146,0.6406,197.8186
14.2654,0.5041,322.2690
15.1165,0.6078,436.3313
18.4455,0.5230,559.0206
20.6031,0.6370,849.5388
10.6888,0.5174,185.7217
13.9028,0.6321,383.8322
15.0589,0.5022,357.7692
17.8790,0.6286,631.2942
20.1550,0.4816,614.6356
9.8891,0.6411,196.9651
14.4740,0.5343,351.6482
14.8594,0.6360,441.2213
17.8702,0.5143,515.9820
20.9451,0.6480,893.0608
9.7278,0.5114,152.0226
14.4120,0.6467,422.0216
15.2051,0.5230,379.8104
17.4245,0.6227,593.9535
19.8700,0.5143,637.8570
10.3913,0.6476,219.6775
15.0851,0.5086,363.6103
15.5223,0.6386,483.3852
17.6234,0.5177,505.1026
21.1158,0.6476,907.1252
9.8927,0.5093,156.5978
13.8456,0.6414,386.2657
15.5896,0.4898,373.9855
16.9571,0.6416,579.5737
19.9243,0.4908,612.0700
10.2254,0.6383,209.6706
14.1307,0.5085,318.9962
14.8726,0.6287,436.8673
17.8624,0.5118,512.9894
20.3744,0.6451,841.2240
10.1748,0.5103,165.9491
14.3125,0.6284,404.3865
15.1100,0.4951,355.1161
17.9190,0.6392,644.8283
20.1089,0.4947,628.4166
9.7452,0.6251,186.4757
14.1208,0.5084,318.4539
13.7520,0.6142,364.9331
17.6020,0.5063,492.8168
20.0910,0.6143,778.9267
10.3165,0.5276,176.4129
14.0936,0.6368,397.3550
15.6536,0.5106,393.0620
17.5758,0.6359,617.0846
20.3469,0.5233,680.6228
10.0079,0.6355,199.9656
14.6306,0.5211,350.3907
15.1901,0.6442,467.0031
17.4364,0.4855,463.6709
20.9403,0.6334,872.6146
9.4795,0.5009,141.3944
13.7242,0.6535,386.7115
14.8822,0.4938,343.5507
17.5320,0.6402,618.1872
20.0924,0.5031,638.0393
10.7018,0.6248,224.8149
14.0775,0.5100,317.4996
16.2270,0.6193,512.3490
17.5838,0.4997,485.3629
20.2906,0.6527,844.1662
10.1438,0.5024,162.4084
14.4335,0.6300,412.3209
15.3257,0.5019,370.3501
17.7586,0.6497,643.6525
20.2598,0.5307,684.3567
10.6680,0.6229,222.7067
14.1374,0.5020,315.2105
15.1350,0.6604,475.2427
17.8236,0.5043,503.3054
21.1649,0.6150,865.5256
10.7378,0.5120,185.4217
13.8249,0.6251,375.3056
15.1327,0.4849,348.8334
17.9753,0.6364,646.0419
19.9770,0.5138,644.1890
10.0657,0.6237,198.5250
13.5508,0.4887,281.9094
14.5279,0.6119,405.7634
17.6188,0.5225,509.5753
20.2747,0.6420,829.0260
10.3601,0.5187,174.8841
13.9332,0.6233,380.1249
14.5757,0.5162,344.5188
18.0134,0.6222,634.2930
20.0356,0.4965,626.1648
9.6866,0.6315,186.1791
14.4731,0.5071,333.6838
15.4185,0.6233,465.5647
17.7997,0.5129,510.5511
20.3831,0.6354,829.3374
10.8043,0.5085,186.4823
13.7729,0.6543,389.9122
15.0183,0.4916,348.3565
17.1583,0.6426,594.3513
20.7352,0.5096,688.3751
10.3633,0.6269,211.5254
14.1455,0.4978,312.9485
14.8546,0.6150,426.3079
17.6371,0.4953,483.9999
20.3996,0.6123,800.5023
10.3671,0.5047,170.4227
13.8263,0.6381,383.2305
14.5141,0.5113,338.3797
17.4164,0.6274,597.8375
20.4076,0.5057,661.7189
10.0881,0.6309,201.7020
14.5625,0.5185,345.4493
14.5558,0.6327,421.1738
17.2282,0.5060,471.7964
20.4291,0.6379,836.3310
9.6597,0.5119,150.0398
14.3898,0.5971,388.4289
15.4831,0.4878,367.3758
17.7021,0.6350,625.1524
19.8220,0.5185,640.0152
10.2069,0.6271,205.2655
14.2376,0.5107,325.1983
15.3735,0.6187,459.4008
17.6383,0.4833,472.3220
20.2502,0.6361,819.4783
10.6410,0.5168,183.8383
14.3554,0.6275,406.2487
15.4517,0.5057,379.2971
17.2715,0.6299,590.3399
19.3285,0.5118,600.7315
9.8196,0.6387,193.4847
13.6141,0.4968,289.2703
15.0650,0.6661,474.8954
17.5441,0.5060,489.2335
20.5553,0.6295,835.5289
9.9017,0.4977,153.2893
14.6042,0.6437,431.3069
15.1944,0.5072,367.8685
17.8019,0.6353,632.5443
19.5621,0.5265,633.0047
9.8311,0.6313,191.6903
13.0254,0.4975,265.1781
15.0818,0.6286,449.1587
18.0429,0.4941,505.2674
20.8456,0.6161,841.1131
9.5408,0.5169,147.8211
13.1767,0.6489,353.9554
15.3859,0.5118,380.6482
17.8330,0.6555,654.8585
19.9471,0.4907,613.3325
10.3936,0.6202,210.4951
13.9216,0.5179,315.3120
15.3921,0.6564,488.5182
17.6213,0.5096,497.1428
19.9937,0.6369,799.8321
10.5262,0.5208,181.2827
14.3891,0.6403,416.4416
15.7859,0.5031,393.9034
17.6084,0.6282,611.8877
20.1307,0.5127,652.6524
10.2902,0.6293,209.3471
13.7439,0.4924,292.2270
15.3919,0.6369,474.0504
17.5008,0.5135,494.1170
20.2425,0.6414,825.6902
9.6226,0.5224,151.9879
13.2381,0.6320,347.9180
15.3057,0.5139,378.2445
17.6635,0.6236,611.2515
20.0175,0.5374,676.4493
10.1210,0.6403,206.0563
13.8322,0.5027,302.1527
15.7327,0.6291,489.1616
17.6224,0.5156,503.0135
20.7904,0.6250,848.6844
9.8717,0.5062,154.9706
13.6376,0.6280,366.9451
14.5302,0.5066,336.0312
17.9336,0.6449,651.6424
20.4597,0.5066,666.1828
10.7676,0.6394,232.8935
14.8511,0.4947,342.8100
15.7527,0.6492,506.1270
17.9074,0.5115,515.3437
20.7098,0.6486,873.9104
10.1996,0.5035,164.5701
13.9194,0.6457,393.0228
15.0187,0.5084,360.2775
18.0547,0.6489,664.4997
20.4422,0.5132,673.7311
9.7447,0.6422,191.5659
14.1831,0.5237,330.9770
15.6089,0.6331,484.5836
17.7791,0.5130,509.3976
20.3678,0.6281,818.6458
10.3241,0.5100,170.7819
13.6800,0.6009,353.2678
14.9562,0.4977,349.7341
18.3291,0.6366,671.9014
20.7040,0.4943,665.7134
10.6205,0.6290,222.8943
13.7223,0.4962,293.5260
15.6403,0.6383,490.5009
18.1410,0.5098,527.0087
20.6533,0.6384,855.5135
10.0687,0.5071,161.5045
14.0142,0.6239,384.9338
16.0413,0.5070,409.8769
17.9679,0.6163,625.1063
19.7395,0.5005,612.6177
10.0951,0.6392,204.6425
13.2244,0.4906,269.5316
15.5182,0.6333,479.0904
17.4661,0.5288,506.8609
20.2819,0.6475,836.7698
10.3251,0.5090,170.4623
14.0854,0.6328,394.4555
14.6958,0.4964,336.8003
17.5203,0.6344,611.8337
19.9349,0.5095,636.1359
9.9616,0.6310,196.7040
14.7144,0.5052,343.6130
15.3466,0.6272,464.0733
17.2191,0.5146,479.3042
20.5861,0.6462,860.3109
10.0264,0.4874,153.9261
14.3084,0.6380,410.3267
15.0973,0.5151,368.8009
17.8033,0.6198,617.1386
20.7952,0.5082,690.4758
10.2844,0.6295,209.1532
14.4863,0.5083,335.1175
15.1659,0.6513,470.6402
17.7273,0.5189,512.3252
20.4812,0.6585,867.8146
10.0050,0.5186,163.0630
14.1069,0.6330,395.7192
15.4565,0.5306,398.2573
17.6370,0.6295,615.1695
19.9433,0.5015,626.6165
9.9939,0.6266,196.6247
13.8590,0.5297,319.6246
15.4866,0.6340,477.7135
17.7899,0.5033,500.4136
20.6827,0.6497,873.0937
9.8738,0.4917,150.5701
14.1416,0.6419,403.3086
15.5540,0.5072,385.5032
17.9950,0.6271,637.9105
20.0314,0.4984,628.2712
10.3634,0.6358,214.5340
13.7476,0.5190,308.1708
15.2425,0.6308,460.4556
17.5899,0.4982,484.2442
20.6822,0.6470,869.4235
9.4811,0.5090,143.7590
14.0427,0.6517,403.7515
15.1837,0.5138,372.1640
17.3785,0.6396,606.8899
20.3674,0.5084,662.6200
10.0129,0.6324,199.1830
14.3699,0.5066,328.6380
14.5014,0.6164,407.2157
17.8805,0.5028,504.9891
20.5244,0.6101,807.3578
9.3545,0.5138,141.2638
14.2851,0.6307,404.3205
15.7266,0.4738,368.1806
18.0686,0.6265,642.6391
20.9591,0.5235,722.4220
10.4031,0.6582,223.7995
13.2100,0.5059,277.3374
14.8369,0.6454,446.3137
18.2966,0.5075,533.7123
20.2166,0.6472,830.9725
9.7445,0.5012,149.5079
13.1645,0.6359,346.2105
14.7816,0.5034,345.5796
17.5126,0.6436,620.0955
20.5413,0.5093,675.0467
10.3953,0.6298,213.8308
14.6005,0.4975,333.1393
15.6242,0.6156,472.1551
17.4900,0.5087,488.8989
20.3566,0.6471,842.4255
10.3052,0.5328,177.7410
14.1763,0.6406,404.4379
14.7772,0.4992,342.4916
17.4971,0.6353,610.9957
20.1827,0.5137,657.4312
10.1187,0.6232,200.4796
14.6430,0.5097,343.3193
15.3884,0.6287,467.7264
17.4000,0.5040,479.4290
20.3617,0.6359,828.2842
10.1687,0.5054,164.1799
13.9157,0.6260,380.8523
15.7821,0.4951,387.3888
18.5302,0.6281,677.5597
20.3732,0.4982,649.5866
10.2695,0.6420,212.7021
13.5074,0.5036,288.6742
15.6308,0.6427,493.3425
17.4577,0.5155,493.6011
20.4153,0.6313,826.6211
10.2654,0.4855,160.7244
13.9121,0.6438,391.4291
15.4244,0.5102,381.3518
17.8065,0.6371,634.6362
21.1459,0.5304,745.0292
10.7339,0.6206,224.6447
14.7970,0.5262,361.9619
15.6138,0.6237,477.6703
17.8229,0.4936,492.6271
20.3948,0.6223,813.2212
10.2371,0.5156,169.7272
14.3192,0.6253,402.8081
15.1221,0.5162,370.8660
17.9021,0.6361,640.4873
20.0159,0.4992,628.2502
10.5480,0.6431,224.7826
13.7825,0.5190,309.7062
14.7353,0.6501,443.4509
17.6739,0.4881,478.9961
20.1194,0.6263,796.4458
9.8324,0.5090,154.5947
13.7485,0.6216,369.1282
15.4817,0.5219,392.9582
17.7526,0.6341,627.8011
19.7207,0.5026,614.0637
10.7105,0.6362,229.2920
14.0534,0.5008,310.7342
15.5307,0.6428,487.0330
17.3484,0.5004,473.1674
20.2602,0.6317,814.6200
10.5974,0.5141,181.3847
13.5425,0.6288,362.3054
15.4027,0.4975,370.8222
18.3986,0.6310,671.0314
20.0499,0.5026,634.6822
9.3744,0.6321,174.5176
13.2021,0.5107,279.6188
15.2068,0.6267,455.3145
18.3123,0.5161,543.6870
20.1933,0.6427,823.3507
10.0777,0.5039,160.7626
13.3223,0.6386,356.0773
15.3660,0.5061,375.4035
17.8337,0.6409,640.3504
20.5791,0.5040,670.5720
9.8910,0.6392,196.4699
14.5303,0.5105,338.6095
15.1822,0.6404,463.7720
17.1415,0.5004,461.9101
20.2410,0.6187,796.2800
10.6903,0.5098,183.0299
14.1542,0.6377,401.3480
14.5479,0.4897,325.6035
18.4557,0.6435,688.6231
20.5363,0.5206,689.7307
10.1916,0.6292,205.2995
13.9600,0.4975,304.5685
15.1635,0.6288,454.2186
17.6867,0.4975,488.8860
19.9352,0.6294,785.7794
10.6015,0.5103,180.1611
13.9339,0.6342,386.8372
15.6214,0.5218,400.0035
18.0172,0.6272,639.6128
20.3647,0.4939,643.4419
10.3271,0.6321,211.7727
13.6286,0.5198,303.3245
15.4394,0.6477,485.0580
18.4125,0.4930,525.0828
20.7883,0.6246,847.9391
10.2886,0.5208,173.1689
